Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Artists,"Famous family whose paintings are featured in the Brandywine River Museum in Chadds Ford, Pennsylvania",the Wyeths,Frances Taliaferro,False,False,$1000,False,19,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Economics,"While GNP is gross national product, GDP is this",gross domestic product,Frances Taliaferro,False,False,$1000,False,15,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Films Of The '50S,Jack Klugman was Juror 5 & E.G. Marshall Juror 4 in this 1957 release,12 Angry Men,Darrell Noe,False,False,$1000,False,3,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
19Th Century America,He was in jail after destroying the printing press of dissident Mormons when killed by a mob in 1844,Joseph Smith,George O'Neal,False,False,$1000,False,24,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
The Arctic,"There's a naval Arctic research laboratory near this northernmost ""Point""",Point Barrow,Darrell Noe,False,False,$1000,False,30,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Cooking,Term for these dumplings from northern China reflects the trouble you may have getting them out of the pan,pot stickers,Darrell Noe,False,False,$1000,False,6,Show #2287,"Tuesday, July 12, 1994",Double Jeopardy! Round
Black America,"Her 1st novel, ""The Third Life of Grange Copeland"", was published 12 years before ""The Color Purple""",(Alice) Walker,Jim Brachman,False,False,$100,False,14,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
The Movies,"In this film Bogart said, ""The problems of the world are not in my department. I'm a saloon keeper""",Casablanca,Jim Brachman,False,False,$100,False,19,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Fruits,"Varieties of this fruit used in cooking are Rhode Island Greening, Stayman & Jonathan",apples,Carol Terry,False,False,$100,False,6,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Months,In 1994 this month contained just 672 hours,February,Jim Brachman,False,False,$100,False,1,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Art,"Andrea del Castagno painted this biblical hero on a shield, with Goliath's severed head at his feet",David,Jim Brachman,False,False,$100,False,11,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Pregnancy & Child Care,Natural childbirth refers to giving birth without the use of these,anesthetics,Carol Terry,False,False,$100,False,26,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Black America,"Countee Cullen's poetry made him one of the leaders of this Manhattan area's ""Renaissance""",Harlem,Jim Brachman,False,False,$200,False,15,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
The Movies,"This actor won his first Oscar for playing the young Vito Corleone in ""The Godfather, Part II""",Robert De Niro,,True,False,$200,False,20,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Fruits,The rind of this huge melon is sometimes pickled & used to make relish,watermelon,Jim Brachman,False,False,$200,False,7,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Months,The English hawthorn blooms in this month in which you go gathering nuts,May,Carol Terry,False,False,$200,False,2,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Art,"Lion heads & ants are dominant images in this Spaniard's surrealistic ""Accommodations of Desire""",(Salvador) Dalí,Jim Brachman,False,False,$200,False,12,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Pregnancy & Child Care,This runs from the navel of the fetus to the inner surface of the placenta,the umbilical cord,Jim Brachman,False,False,$200,False,27,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Black America,Booker T. Washington founded an institute in this city in 1881,Tuskegee (Alabama),Jim Brachman,False,False,$300,False,16,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
The Movies,Part II of this Michael J. Fox film series was nominated for a 1989 Visual Effects Oscar,Back to the Future,Jim Brachman,False,False,$300,False,21,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Fruits,"Varieties of this fruit, Vitis vinifera, include Early Muscat, Perlette & Emperor",grapes,Jim Brachman,False,False,$300,False,8,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Months,In Spanish it's Enero,January,Jim Brachman,False,False,$300,False,3,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Art,"After 1880 this artist preferred to work in pastels, which gave his ballerinas a delicate look",(Edgar) Degas,Madeline Wilhoft,False,False,$300,False,13,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Pregnancy & Child Care,The point when the mother is able to feel the fetus do this is called quickening,to move,Carol Terry,False,False,$300,False,28,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Black America,"He was freed in 1857, 2 months after the Supreme  Court made its famous decision",Dred Scott,Jim Brachman,False,False,$400,False,17,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
The Movies,Director David Lean's last film was this epic based on an E.M. Forster novel,A Passage to India,Madeline Wilhoft,False,False,$400,False,22,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Fruits,The highest-quality orange juice comes from this variety of orange,a Valencia,Carol Terry,False,False,$400,False,9,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Months,"James Russell Lowell asked, ""And what is so rare as a day in"" this month, ""then if ever, come perfect days""",June,Jim Brachman,False,False,$400,False,4,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Art,"His 1888 painting ""Vision after the Sermon"" depicts Breton women, not Tahitian ones",Gauguin,Madeline Wilhoft,False,False,$400,False,24,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Pregnancy & Child Care,Erythroblastosis fetalis can occur if a mother who is negative in this blood factor has a positive baby,the Rh factor,Madeline Wilhoft,False,False,$400,False,29,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Black America,"In 1869 E. Bassett, the U.S.' 1st black diplomat, became minister to this country on Western Hispaniola",Haiti,Jim Brachman,False,False,$500,False,18,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
The Movies,This 1961 western starring Marlon Brando & Karl Malden is the only feature directed by Brando,One-Eyed Jacks,Madeline Wilhoft,False,False,$500,False,23,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Fruits,The Smyrna type of this fruit must be pollinated by a tiny wasp in order to mature,the fig,Carol Terry,False,False,$500,False,10,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Months,It's the first month of the year named for a real person,July,,False,False,$500,True,5,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Art,"This Dutchman painted his famous ""Crows Over a Wheatfield"" in the last weeks before his 1890 suicide",van Gogh,Madeline Wilhoft,False,False,$500,False,25,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
Pregnancy & Child Care,You'll find a baby's fontanel on this body part,the (top of the) head,Jim Brachman,False,False,$500,False,30,Show #2288,"Wednesday, July 13, 1994",Jeopardy! Round
World Capitals,The people of this city are called Muscovites,Moscow,Carol Terry,False,False,$200,False,6,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Music Appreciation,Pianola is a trademark name for this kind of piano,a player piano,Jim Brachman,False,False,$200,False,1,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Etiquette,"After dining in a restaurant, you may ask for one of these containers even if you don't own a pet",a doggy bag,Carol Terry,False,False,$200,False,11,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
American History,"In 1835 Osceola, a leader of this tribe, began attacks protesting forced removal from Florida",the Seminole tribe,Jim Brachman,False,False,$200,False,16,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Play Characters,"In the epilogue to ""Pygmalion"", she marries Frederick Eynsford Hill",Eliza Doolittle,Carol Terry,False,False,$200,False,26,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Organized Labor,In 1993 his administration lifted President Reagan's ban on hiring members of PATCO,Clinton,Jim Brachman,False,False,$200,False,21,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
World Capitals,"Tusenfryd, whose name means ""a thousand delights"", is an amusement park in this Norwegian city",Oslo,Jim Brachman,False,False,$400,False,7,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Music Appreciation,"In contrast to a serenade, an aubade is meant to be played at this time of day",the morning,Madeline Wilhoft,False,False,$400,False,2,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Etiquette,"Of a skycap, a flight attendant or a pilot, the only one you're expected to tip",a skycap,Jim Brachman,False,False,$400,False,12,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
American History,"From 1781 to 1789, this document was the law of the land",the Articles of Confederation,Jim Brachman,False,False,$400,False,17,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Play Characters,"Henry Drummond, the defense attorney in ""Inherit the Wind"", was modeled on this real-life lawyer",(Clarence) Darrow,Jim Brachman,False,False,$400,False,27,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Organized Labor,The National Farm Workers Association he founded in 1962 later merged to form the United Farm Workers,(César) Chávez,Jim Brachman,False,False,$400,False,22,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
World Capitals,"Rideau Hall, the official residence of Canada's governor-general, is in this city",Ottawa,Jim Brachman,False,False,$600,False,8,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Music Appreciation,"Legend says that Haydn's Symphony No. 85 in B flat is nicknamed ""The Queen"" because this French queen liked it",Marie Antoinette,Carol Terry,False,False,$600,False,3,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Etiquette,"At an elaborate formal dinner, the fish course precedes this course that consists of heavier fare","meat (main course, entree)",Madeline Wilhoft,False,False,$600,False,13,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
American History,"In the 1860 presidential election, this Illinois Democrat won just 12 electoral votes",(Stephen) Douglas,Jim Brachman,False,False,$600,False,18,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Play Characters,"In the final of ""A Streetcar Named Desire"", a doctor from a state institution leads her away",Blanche DuBois,Madeline Wilhoft,False,False,$600,False,28,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Organized Labor,The Labor-Management Relations Act of 1947 is better known by the names of these 2 legislators,the Taft-Hartley Act,Carol Terry,False,False,$600,False,23,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
World Capitals,The Dominion Museum is one of this New Zealand city's most notable attractions,Wellington,Carol Terry,False,False,$800,False,9,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Music Appreciation,"This composers ""Hunt Quartet"", K. 458, is so named because its opening sounds like hunting horns",Mozart,Madeline Wilhoft,False,False,$800,False,4,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Etiquette,The traditional gifts for a 35th wedding anniversary are coral & this green gemstone popular in Asia,jade,Jim Brachman,False,False,$800,False,14,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
American History,"James K. Polk won the 1844 presidential election over this ""Great Compromiser"", the Whig candidate",Henry Clay,Jim Brachman,False,False,$800,False,19,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Play Characters,"In Wendy Wasserstein's play, it's the maiden name of sisters Sara, Gorgeous & Pfeni",Rosensweig,Jim Brachman,False,False,$800,False,29,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Organized Labor,In 1924 William Green succeeded Samuel Gompers as president of this organization,the AFL (American Federation of Labor),Jim Brachman,False,False,$800,False,24,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
World Capitals,"When King Hussein was born in this city in 1935, it was the capital of Transjordan",Amman,,False,False,"$1,000",True,10,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Music Appreciation,"This ""Amahl and the Night Visitors"" composer wrote the opera ""Goya"" for Placido Domingo",(Gian Carlo) Menotti,Jim Brachman,False,False,$1000,False,5,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Etiquette,"This kind of Roman Catholic dignitary should be addressed as ""Your Eminence""",a cardinal,Carol Terry,False,False,$1000,False,15,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
American History,In 1889 this Ohio congressman & future U.S president was selected to chair the Ways & Means Committee,President McKinley,,False,False,"$1,500",True,20,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Play Characters,"He's ""Harvey""s human companion",Elwood P. Dowd,Carol Terry,False,False,$1000,False,30,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Organized Labor,Walter Reuther became president of this union in 1946,the UAW (United Auto Workers),Jim Brachman,False,False,$1000,False,25,Show #2288,"Wednesday, July 13, 1994",Double Jeopardy! Round
Animals,"The beefalo, a hybrid domestic animal, is five-eighths beef cow & three-eighths this",buffalo (bison),Liz Susie,False,False,$100,False,6,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
Dinah Shore,"At the end of ""The Dinah Shore Chevy Show"", Dinah was famous for giving the audience a big one of these",a kiss,Bart Thomas,False,False,$100,False,16,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
Franchises,"The reason these convenience stores are so convenient is that there are over 5,600 franchises in North America",7-Elevens,Bob McGrath,False,False,$100,False,17,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
Oregon,This largest Oregon city was founded in 1845 by land developers Asa Lovejoy & Francis Pettygrove,Portland,Bart Thomas,False,False,$100,False,22,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
Law,A mistrial may be declared if 1 or all 12 of these were selected improperly,jurors,Bob McGrath,False,False,$100,False,11,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
5-Letter Words,"A person employed to serve as a subject for a painter, sculptor or photographer",a model,Bart Thomas,False,False,$100,False,1,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
Animals,The fish called tilapia incubate their offspring in this body part where the young later may hide from danger,their mouth,Bart Thomas,False,False,$200,False,7,Show #2289,"Thursday, July 14, 1994",Jeopardy! Round
